A,Starter,gameid
Calum Chambers,-1,541775
Granit Xhaka,-1,541775
Matteo Guendouzi,-1,541775
Lucas Torreira,-1,541775
Pierre-Emerick Aubameyang,-1,541775
Bukayo Saka,-1,541775
Nicolas Pépé,-1,541775
Dani Ceballos,0,541775
Joseph Willock,0,541775
Reiss Nelson,0,541775
Hugo Lloris,-1,541773
Jan Vertonghen,-1,541773
Toby Alderweireld,-1,541773
Ben Davies,-1,541773
Moussa Sissoko,-1,541773
Christian Eriksen,-1,541773
Eric Dier,-1,541773
Tanguy Ndombele,-1,541773
Harry Kane,-1,541773
Son Heung-Min,-1,541773
Erik Lamela,-1,541773
Paulo Gazzaniga,0,541773
Harry Winks,0,541773
Lucas Moura,0,541773
Jordan Pickford,-1,541769
Yerry Mina,-1,541769
Michael Keane,-1,541769
Lucas Digne,-1,541769
Seamus Coleman,-1,541769
Gylfi Sigurdsson,-1,541769
Fabian Delph,-1,541769
Morgan Schneiderlin,-1,541769
Dominic Calvert-Lewin,-1,541769
Alex Iwobi,-1,541769
Richarlison,-1,541769
Djibril Sidibé,0,541769
André Gomes,0,541769
Moise Kean,0,541769
Kasper Schmeichel,-1,541770
Çaglar Söyüncü,-1,541770
Jonny Evans,-1,541770
Wilfred Ndidi,-1,541770
Ben Chilwell,-1,541770
Ricardo Pereira,-1,541770
Youri Tielemans,-1,541770
Dennis Praet,-1,541770
James Maddison,-1,541770
Harvey Barnes,-1,541770
Jamie Vardy,-1,541770
Ayoze Pérez,0,541770
Hamza Choudhury,0,541770
Marc Albrighton,0,541770
Tom Heaton,-1,541765
Tyrone Mings,-1,541765
Björn Engels,-1,541765
Matt Targett,-1,541765
Frédéric Guilbert,-1,541765
Marvelous Nakamba,-1,541765
Conor Hourihane,-1,541765
John McGinn,-1,541765
Wesley,-1,541765
Jack Grealish,-1,541765
Anwar El-Ghazi,-1,541765
Ezri Konsa,0,541765
Douglas Luiz,0,541765
Trézéguet,0,541765
Dean Henderson,-1,541772
John Egan,-1,541772
Jack O'Connell,-1,541772
Chris Basham,-1,541772
John Fleck,-1,541772
John Lundstram,-1,541772
Oliver Norwood,-1,541772
Enda Stevens,-1,541772
George Baldock,-1,541772
Callum Robinson,-1,541772
Oliver McBurnie,-1,541772
Billy Sharp,0,541772
Lys Mousset,0,541772
Vicente Guaita,-1,541768
Gary Cahill,-1,541768
Martin Kelly,-1,541768
Patrick van Aanholt,-1,541768
Joel Ward,-1,541768
Cheikhou Kouyaté,-1,541768
James McCarthy,-1,541768
James McArthur,-1,541768
Jeff Schlupp,-1,541768
Wilfried Zaha,-1,541768
Jordan Ayew,-1,541768
Andros Townsend,0,541768
Christian Benteke,0,541768
Aaron Ramsdale,-1,541766
Nathan Aké,-1,541766
Steve Cook,-1,541766
Diego Rico,-1,541766
Jack Stacey,-1,541766
Philip Billing,-1,541766
Jefferson Lerma,-1,541766
Joshua King,-1,541766
Harry Wilson,-1,541766
Callum Wilson,-1,541766
Dominic Solanke,-1,541766
Simon Francis,0,541766
Arnaut Danjuma,0,541766
Ryan Fraser,0,541766
Rui Patrício,-1,541774
Conor Coady,-1,541774
Romain Saïss,-1,541774
Willy Boly,-1,541774
João Moutinho,-1,541774
Leander Dendoncker,-1,541774
Rúben Neves,-1,541774
Ruben Vinagre,-1,541774
Adama Traoré,-1,541774
Patrick Cutrone,-1,541774
Raúl Jiménez,-1,541774
Ryan Bennett,0,541774
Jonny,0,541774
Matthew Doherty,0,541774
Kepa Arrizabalaga,-1,541767
Fikayo Tomori,-1,541767
Kurt Zouma,-1,541767
Marcos Alonso,-1,541767
César Azpilicueta,-1,541767
Jorginho,-1,541767
Mason Mount,-1,541767
N'Golo Kanté,-1,541767
Tammy Abraham,-1,541767
Callum Hudson-Odoi,-1,541767
Willian,-1,541767
Mateo Kovacic,0,541767
Michy Batshuayi,0,541767
Christian Pulisic,0,541767
David de Gea,-1,541771
Harry Maguire,-1,541771
Axel Tuanzebe,-1,541771
Ashley Young,-1,541771
Diogo Dalot,-1,541771
Juan Mata,-1,541771
Fred,-1,541771
Scott McTominay,-1,541771
Marcus Rashford,-1,541771
Daniel James,-1,541771
Andreas Pereira,-1,541771
Tahith Chong,0,541771
Marcos Rojo,0,541771
Mason Greenwood,0,541771
Ben Foster,-1,541733
Craig Dawson,-1,541733
Craig Cathcart,-1,541733
Christian Kabasele,-1,541733
José Holebas,-1,541733
Daryl Janmaat,-1,541733
Étienne Capoue,-1,541733
Will Hughes,-1,541733
Abdoulaye Doucouré,-1,541733
Roberto Pereyra,-1,541733
Gerard Deulofeu,-1,541733
Adam Masina,0,541733
Andre Gray,0,541733
Adrian Mariappa,0,541733
Roberto,-1,541764
Angelo Ogbonna,-1,541764
Issa Diop,-1,541764
Declan Rice,-1,541764
Arthur Masuaku,-1,541764
Ryan Fredericks,-1,541764
Manuel Lanzini,-1,541764
Mark Noble,-1,541764
Felipe Anderson,-1,541764
Pablo Fornals,-1,541764
Sébastian Haller,-1,541764
Albian Ajeti,0,541764
Andriy Yarmolenko,0,541764
Jack Wilshere,0,541764
Tim Krul,-1,541761
Ben Godfrey,-1,541761
Ibrahim Amadou,-1,541761
Alexander Tettey,-1,541761
Jamal Lewis,-1,541761
Max Aarons,-1,541761
Kenny McLean,-1,541761
Moritz Leitner,-1,541761
Todd Cantwell,-1,541761
Emiliano Buendía,-1,541761
Teemu Pukki,-1,541761
Tom Trybull,0,541761
Dennis Srbeny,0,541761
Onel Hernández,0,541761
Mathew Ryan,-1,541756
Lewis Dunk,-1,541756
Adam Webster,-1,541756
Dan Burn,-1,541756
Martín Montoya,-1,541756
Dale Stephens,-1,541756
Davy Pröpper,-1,541756
Aaron Mooy,-1,541756
Pascal Gross,-1,541756
Neal Maupay,-1,541756
Aaron Connolly,-1,541756
Shane Duffy,0,541756
Steven Alzate,0,541756
Solly March,0,541756
Martin Dubravka,-1,541760
Jamaal Lascelles,-1,541760
Ciaran Clark,-1,541760
Fabian Schär,-1,541760
Jetro Willems,-1,541760
DeAndre Yedlin,-1,541760
Sean Longstaff,-1,541760
Matthew Longstaff,-1,541760
Allan Saint-Maximin,-1,541760
Miguel Almirón,-1,541760
Joelinton,-1,541760
Dwight Gayle,0,541760
Andy Carroll,0,541760
Christian Atsu,0,541760
Nick Pope,-1,541757
Ben Mee,-1,541757
James Tarkowski,-1,541757
Erik Pieters,-1,541757
Matthew Lowton,-1,541757
Jeff Hendrick,-1,541757
Ashley Westwood,-1,541757
Robbie Brady,-1,541757
Dwight McNeil,-1,541757
Jay Rodriguez,-1,541757
Chris Wood,-1,541757
Aaron Lennon,0,541757
Matej Vydra,0,541757
Ben Foster,-1,541763
Craig Dawson,-1,541763
Craig Cathcart,-1,541763
Christian Kabasele,-1,541763
José Holebas,-1,541763
Daryl Janmaat,-1,541763
Nathaniel Chalobah,-1,541763
Abdoulaye Doucouré,-1,541763
Tom Cleverley,-1,541763
Roberto Pereyra,-1,541763
Danny Welbeck,-1,541763
Kiko,0,541763
Will Hughes,0,541763
Gerard Deulofeu,0,541763
Angus Gunn,-1,541762
Maya Yoshida,-1,541762
Jannik Vestergaard,-1,541762
Jan Bednarek,-1,541762
Pierre-Emile Højbjerg,-1,541762
Oriol Romeu,-1,541762
Ryan Bertrand,-1,541762
Yan Valery,-1,541762
Danny Ings,-1,541762
Nathan Redmond,-1,541762
James Ward-Prowse,-1,541762
Kevin Danso,0,541762
Sofiane Boufal,0,541762
Ederson,-1,541759
Rodri,-1,541759
Fernandinho,-1,541759
Benjamin Mendy,-1,541759
João Cancelo,-1,541759
Ilkay Gündogan,-1,541759
David Silva,-1,541759
Kevin De Bruyne,-1,541759
Gabriel Jesus,-1,541759
Raheem Sterling,-1,541759
Bernardo Silva,-1,541759
John Stones,0,541759
Phil Foden,0,541759
Alisson,-1,541758
Virgil van Dijk,-1,541758
Joël Matip,-1,541758
Andy Robertson,-1,541758
Trent Alexander-Arnold,-1,541758
Fabinho,-1,541758
Georginio Wijnaldum,-1,541758
Jordan Henderson,-1,541758
Roberto Firmino,-1,541758
Divock Origi,-1,541758
Sadio Mané,-1,541758
Naby Keita,0,541758
Adam Lallana,0,541758
Alex Oxlade-Chamberlain,0,541758
Bernd Leno,-1,541755
David Luiz,-1,541755
Sokratis Papastathopoulos,-1,541755
Sead Kolasinac,-1,541755
Calum Chambers,-1,541755
Joseph Willock,-1,541755
Granit Xhaka,-1,541755
Matteo Guendouzi,-1,541755
Pierre-Emerick Aubameyang,-1,541755
Bukayo Saka,-1,541755
Nicolas Pépé,-1,541755
Dani Ceballos,0,541755
Alexandre Lacazette,0,541755
Gabriel Martinelli,0,541755
Kasper Schmeichel,-1,541750
Çaglar Söyüncü,-1,541750
Jonny Evans,-1,541750
Wilfred Ndidi,-1,541750
Ben Chilwell,-1,541750
Ricardo Pereira,-1,541750
James Maddison,-1,541750
Youri Tielemans,-1,541750
Harvey Barnes,-1,541750
Ayoze Pérez,-1,541750
Jamie Vardy,-1,541750
Marc Albrighton,0,541750
Demarai Gray,0,541750
Tom Heaton,-1,541745
Tyrone Mings,-1,541745
Björn Engels,-1,541745
Marvelous Nakamba,-1,541745
Matt Targett,-1,541745
Frédéric Guilbert,-1,541745
Douglas Luiz,-1,541745
John McGinn,-1,541745
Jack Grealish,-1,541745
Trézéguet,-1,541745
Wesley,-1,541745
Anwar El-Ghazi,0,541745
Keinan Davis,0,541745
Jordan Pickford,-1,541749
Mason Holgate,-1,541749
Michael Keane,-1,541749
Lucas Digne,-1,541749
Djibril Sidibé,-1,541749
Alex Iwobi,-1,541749
André Gomes,-1,541749
Tom Davies,-1,541749
Richarlison,-1,541749
Bernard,-1,541749
Theo Walcott,-1,541749
Dominic Calvert-Lewin,0,541749
Gylfi Sigurdsson,0,541749
Fabian Delph,0,541749
Aaron Ramsdale,-1,541746
Nathan Aké,-1,541746
Steve Cook,-1,541746
Diego Rico,-1,541746
Adam Smith,-1,541746
Philip Billing,-1,541746
Jefferson Lerma,-1,541746
Arnaut Danjuma,-1,541746
Ryan Fraser,-1,541746
Joshua King,-1,541746
Callum Wilson,-1,541746
Harry Wilson,0,541746
Dominic Solanke,0,541746
Dean Henderson,-1,541752
John Egan,-1,541752
Jack O'Connell,-1,541752
Chris Basham,-1,541752
John Fleck,-1,541752
John Lundstram,-1,541752
Oliver Norwood,-1,541752
Enda Stevens,-1,541752
George Baldock,-1,541752
Callum Robinson,-1,541752
David McGoldrick,-1,541752
Lys Mousset,0,541752
Billy Sharp,0,541752
Muhamed Besic,0,541752
Kepa Arrizabalaga,-1,541747
Fikayo Tomori,-1,541747
Kurt Zouma,-1,541747
Marcos Alonso,-1,541747
César Azpilicueta,-1,541747
Mason Mount,-1,541747
Mateo Kovacic,-1,541747
Jorginho,-1,541747
Tammy Abraham,-1,541747
Christian Pulisic,-1,541747
Willian,-1,541747
Reece James,0,541747
Olivier Giroud,0,541747
Callum Hudson-Odoi,0,541747
Rui Patrício,-1,541754
Conor Coady,-1,541754
Romain Saïss,-1,541754
Matthew Doherty,-1,541754
João Moutinho,-1,541754
Leander Dendoncker,-1,541754
Rúben Neves,-1,541754
Jonny,-1,541754
Adama Traoré,-1,541754
Raúl Jiménez,-1,541754
Diogo Jota,-1,541754
Ruben Vinagre,0,541754
Pedro Neto,0,541754
Wayne Hennessey,-1,541748
Gary Cahill,-1,541748
James Tomkins,-1,541748
Patrick van Aanholt,-1,541748
Joel Ward,-1,541748
James McArthur,-1,541748
Cheikhou Kouyaté,-1,541748
Luka Milivojevic,-1,541748
Wilfried Zaha,-1,541748
Andros Townsend,-1,541748
Jordan Ayew,-1,541748
James McCarthy,0,541748
Christian Benteke,0,541748
Paulo Gazzaniga,-1,541753
Davinson Sánchez,-1,541753
Toby Alderweireld,-1,541753
Danny Rose,-1,541753
Serge Aurier,-1,541753
Harry Winks,-1,541753
Dele Alli,-1,541753
Moussa Sissoko,-1,541753
Harry Kane,-1,541753
Son Heung-Min,-1,541753
Christian Eriksen,-1,541753
Lucas Moura,0,541753
Tanguy Ndombele,0,541753
Giovani Lo Celso,0,541753
David de Gea,-1,541751
Harry Maguire,-1,541751
Victor Lindelöf,-1,541751
Ashley Young,-1,541751
Aaron Wan-Bissaka,-1,541751
Andreas Pereira,-1,541751
Fred,-1,541751
Scott McTominay,-1,541751
Anthony Martial,-1,541751
Marcus Rashford,-1,541751
Daniel James,-1,541751
James Garner,0,541751
Mason Greenwood,0,541751
Jesse Lingard,0,541751
David de Gea,-1,541739
Harry Maguire,-1,541739
Victor Lindelöf,-1,541739
Ashley Young,-1,541739
Aaron Wan-Bissaka,-1,541739
Andreas Pereira,-1,541739
Fred,-1,541739
Scott McTominay,-1,541739
Anthony Martial,-1,541739
Marcus Rashford,-1,541739
Daniel James,-1,541739
Brandon Williams,0,541739
Jesse Lingard,0,541739
Mason Greenwood,0,541739
Rui Patrício,-1,541744
Conor Coady,-1,541744
Romain Saïss,-1,541744
Leander Dendoncker,-1,541744
João Moutinho,-1,541744
Rúben Neves,-1,541744
Jonny,-1,541744
Matthew Doherty,-1,541744
Raúl Jiménez,-1,541744
Diogo Jota,-1,541744
Adama Traoré,-1,541744
Ruben Vinagre,0,541744
Pedro Neto,0,541744
Alisson,-1,541738
Virgil van Dijk,-1,541738
Dejan Lovren,-1,541738
Andy Robertson,-1,541738
Trent Alexander-Arnold,-1,541738
Adam Lallana,-1,541738
Georginio Wijnaldum,-1,541738
Jordan Henderson,-1,541738
Roberto Firmino,-1,541738
Sadio Mané,-1,541738
Mohamed Salah,-1,541738
Naby Keita,0,541738
Divock Origi,0,541738
Alex Oxlade-Chamberlain,0,541738
Tim Krul,-1,541741
Ben Godfrey,-1,541741
Alexander Tettey,-1,541741
Jamal Lewis,-1,541741
Max Aarons,-1,541741
Marco Stiepermann,-1,541741
Kenny McLean,-1,541741
Tom Trybull,-1,541741
Teemu Pukki,-1,541741
Onel Hernández,-1,541741
Emiliano Buendía,-1,541741
Dennis Srbeny,0,541741
Josip Drmic,0,541741
Todd Cantwell,0,541741
Alex McCarthy,-1,541742
Jack Stephens,-1,541742
Jannik Vestergaard,-1,541742
Jan Bednarek,-1,541742
Pierre-Emile Højbjerg,-1,541742
Yan Valery,-1,541742
Oriol Romeu,-1,541742
Stuart Armstrong,-1,541742
James Ward-Prowse,-1,541742
Nathan Redmond,-1,541742
Danny Ings,-1,541742
Che Adams,0,541742
Kevin Danso,0,541742
Moussa Djenepo,0,541742
Nick Pope,-1,541735
Ben Mee,-1,541735
James Tarkowski,-1,541735
Erik Pieters,-1,541735
Matthew Lowton,-1,541735
Jack Cork,-1,541735
Ashley Westwood,-1,541735
Dwight McNeil,-1,541735
Jeff Hendrick,-1,541735
Jay Rodriguez,-1,541735
Ashley Barnes,-1,541735
Charlie Taylor,0,541735
Robbie Brady,0,541735
Matej Vydra,0,541735
Martin Dubravka,-1,541740
Jamaal Lascelles,-1,541740
Ciaran Clark,-1,541740
Federico Fernández,-1,541740
Jetro Willems,-1,541740
DeAndre Yedlin,-1,541740
Jonjo Shelvey,-1,541740
Isaac Hayden,-1,541740
Allan Saint-Maximin,-1,541740
Miguel Almirón,-1,541740
Joelinton,-1,541740
Paul Dummett,0,541740
Christian Atsu,0,541740
Andy Carroll,0,541740
Kepa Arrizabalaga,-1,541736
Fikayo Tomori,-1,541736
Kurt Zouma,-1,541736
Emerson Palmieri,-1,541736
César Azpilicueta,-1,541736
Mason Mount,-1,541736
Mateo Kovacic,-1,541736
Jorginho,-1,541736
Tammy Abraham,-1,541736
Christian Pulisic,-1,541736
Willian,-1,541736
Michy Batshuayi,0,541736
Callum Hudson-Odoi,0,541736
Reece James,0,541736
Kasper Schmeichel,-1,541737
Çaglar Söyüncü,-1,541737
Jonny Evans,-1,541737
Wilfred Ndidi,-1,541737
Ben Chilwell,-1,541737
Ricardo Pereira,-1,541737
James Maddison,-1,541737
Youri Tielemans,-1,541737
Harvey Barnes,-1,541737
Ayoze Pérez,-1,541737
Jamie Vardy,-1,541737
Dennis Praet,0,541737
Wes Morgan,0,541737
Demarai Gray,0,541737
Paulo Gazzaniga,-1,541743
Davinson Sánchez,-1,541743
Toby Alderweireld,-1,541743
Ben Davies,-1,541743
Serge Aurier,-1,541743
Christian Eriksen,-1,541743
Tanguy Ndombele,-1,541743
Moussa Sissoko,-1,541743
Lucas Moura,-1,541743
Dele Alli,-1,541743
Son Heung-Min,-1,541743
Juan Foyth,0,541743
Ryan Sessegnon,0,541743
Giovani Lo Celso,0,541743
Vicente Guaita,-1,541729
Gary Cahill,-1,541729
James Tomkins,-1,541729
Patrick van Aanholt,-1,541729
Joel Ward,-1,541729
James McArthur,-1,541729
Cheikhou Kouyaté,-1,541729
Luka Milivojevic,-1,541729
Wilfried Zaha,-1,541729
Andros Townsend,-1,541729
Jordan Ayew,-1,541729
Martin Kelly,0,541729
Jeff Schlupp,0,541729
James McCarthy,0,541729
Roberto,-1,541734
Issa Diop,-1,541734
Fabián Balbuena,-1,541734
Aaron Cresswell,-1,541734
Ryan Fredericks,-1,541734
Mark Noble,-1,541734
Declan Rice,-1,541734
Felipe Anderson,-1,541734
Robert Snodgrass,-1,541734
Sébastian Haller,-1,541734
Pablo Fornals,-1,541734
Andriy Yarmolenko,0,541734
Manuel Lanzini,0,541734
Albian Ajeti,0,541734
Aaron Ramsdale,-1,541727
Nathan Aké,-1,541727
Steve Cook,-1,541727
Diego Rico,-1,541727
Adam Smith,-1,541727
Philip Billing,-1,541727
Lewis Cook,-1,541727
Ryan Fraser,-1,541727
Harry Wilson,-1,541727
Joshua King,-1,541727
Callum Wilson,-1,541727
Dominic Solanke,0,541727
Arnaut Danjuma,0,541727
Simon Francis,0,541727
Jordan Pickford,-1,541730
Mason Holgate,-1,541730
Yerry Mina,-1,541730
Lucas Digne,-1,541730
Djibril Sidibé,-1,541730
Gylfi Sigurdsson,-1,541730
Morgan Schneiderlin,-1,541730
Tom Davies,-1,541730
Cenk Tosun,-1,541730
Richarlison,-1,541730
Theo Walcott,-1,541730
Dominic Calvert-Lewin,0,541730
Michael Keane,0,541730
Alex Iwobi,0,541730
Dean Henderson,-1,541732
John Egan,-1,541732
Jack O'Connell,-1,541732
Chris Basham,-1,541732
John Fleck,-1,541732
John Lundstram,-1,541732
Oliver Norwood,-1,541732
Enda Stevens,-1,541732
George Baldock,-1,541732
David McGoldrick,-1,541732
Lys Mousset,-1,541732
Luke Freeman,0,541732
Callum Robinson,0,541732
Bernd Leno,-1,541725
David Luiz,-1,541725
Rob Holding,-1,541725
Calum Chambers,-1,541725
Matteo Guendouzi,-1,541725
Lucas Torreira,-1,541725
Mesut Özil,-1,541725
Sead Kolasinac,-1,541725
Héctor Bellerín,-1,541725
Pierre-Emerick Aubameyang,-1,541725
Alexandre Lacazette,-1,541725
Nicolas Pépé,0,541725
Joseph Willock,0,541725
Mathew Ryan,-1,541728
Shane Duffy,-1,541728
Lewis Dunk,-1,541728
Dan Burn,-1,541728
Martín Montoya,-1,541728
Dale Stephens,-1,541728
Davy Pröpper,-1,541728
Leandro Trossard,-1,541728
Steven Alzate,-1,541728
Aaron Connolly,-1,541728
Neal Maupay,-1,541728
Solly March,0,541728
Pascal Gross,0,541728
Glenn Murray,0,541728
Jed Steer,-1,541726
Tyrone Mings,-1,541726
Ezri Konsa,-1,541726
Matt Targett,-1,541726
Frédéric Guilbert,-1,541726
Marvelous Nakamba,-1,541726
Douglas Luiz,-1,541726
John McGinn,-1,541726
Wesley,-1,541726
Trézéguet,-1,541726
Anwar El-Ghazi,-1,541726
Ørjan Nyland,0,541726
Neil Taylor,0,541726
Henri Lansbury,0,541726
Claudio Bravo,-1,541731
Fernandinho,-1,541731
John Stones,-1,541731
Angeliño,-1,541731
Kyle Walker,-1,541731
Kevin De Bruyne,-1,541731
Ilkay Gündogan,-1,541731
Rodri,-1,541731
Sergio Agüero,-1,541731
Raheem Sterling,-1,541731
Bernardo Silva,-1,541731
Gabriel Jesus,0,541731
Paulo Gazzaniga,-1,541723
Toby Alderweireld,-1,541723
Davinson Sánchez,-1,541723
Ben Davies,-1,541723
Serge Aurier,-1,541723
Dele Alli,-1,541723
Harry Winks,-1,541723
Eric Dier,-1,541723
Harry Kane,-1,541723
Son Heung-Min,-1,541723
Lucas Moura,-1,541723
Danny Rose,0,541723
Christian Eriksen,0,541723
Moussa Sissoko,0,541723
Rui Patrício,-1,541724
Conor Coady,-1,541724
Romain Saïss,-1,541724
Leander Dendoncker,-1,541724
João Moutinho,-1,541724
Rúben Neves,-1,541724
Jonny,-1,541724
Matthew Doherty,-1,541724
Raúl Jiménez,-1,541724
Diogo Jota,-1,541724
Adama Traoré,-1,541724
Ruben Vinagre,0,541724
Alex McCarthy,-1,541722
Jan Bednarek,-1,541722
Jack Stephens,-1,541722
Ryan Bertrand,-1,541722
Cédric Soares,-1,541722
Pierre-Emile Højbjerg,-1,541722
James Ward-Prowse,-1,541722
Nathan Redmond,-1,541722
Stuart Armstrong,-1,541722
Danny Ings,-1,541722
Michael Obafemi,-1,541722
Sofiane Boufal,0,541722
Shane Long,0,541722
Moussa Djenepo,0,541722
Kasper Schmeichel,-1,541717
Çaglar Söyüncü,-1,541717
Jonny Evans,-1,541717
Wilfred Ndidi,-1,541717
Ben Chilwell,-1,541717
Ricardo Pereira,-1,541717
James Maddison,-1,541717
Youri Tielemans,-1,541717
Harvey Barnes,-1,541717
Ayoze Pérez,-1,541717
Jamie Vardy,-1,541717
Wes Morgan,0,541717
Demarai Gray,0,541717
Dennis Praet,0,541717
Alisson,-1,541718
Virgil van Dijk,-1,541718
Dejan Lovren,-1,541718
Andy Robertson,-1,541718
Trent Alexander-Arnold,-1,541718
Fabinho,-1,541718
Georginio Wijnaldum,-1,541718
Jordan Henderson,-1,541718
Roberto Firmino,-1,541718
Alex Oxlade-Chamberlain,-1,541718
Sadio Mané,-1,541718
James Milner,0,541718
Joe Gomez,0,541718
Divock Origi,0,541718
Tim Krul,-1,541721
Ben Godfrey,-1,541721
Christoph Zimmermann,-1,541721
Sam Byram,-1,541721
Max Aarons,-1,541721
Kenny McLean,-1,541721
Tom Trybull,-1,541721
Alexander Tettey,-1,541721
Teemu Pukki,-1,541721
Onel Hernández,-1,541721
Todd Cantwell,-1,541721
Ibrahim Amadou,0,541721
Dennis Srbeny,0,541721
Emiliano Buendía,0,541721
Nick Pope,-1,541715
Ben Mee,-1,541715
James Tarkowski,-1,541715
Charlie Taylor,-1,541715
Phillip Bardsley,-1,541715
Jack Cork,-1,541715
Ashley Westwood,-1,541715
Dwight McNeil,-1,541715
Jeff Hendrick,-1,541715
Ashley Barnes,-1,541715
Chris Wood,-1,541715
Jay Rodriguez,0,541715
Kepa Arrizabalaga,-1,541716
Fikayo Tomori,-1,541716
Kurt Zouma,-1,541716
Emerson Palmieri,-1,541716
César Azpilicueta,-1,541716
Jorginho,-1,541716
Mateo Kovacic,-1,541716
N'Golo Kanté,-1,541716
Tammy Abraham,-1,541716
Christian Pulisic,-1,541716
Willian,-1,541716
Reece James,0,541716
Mason Mount,0,541716
Michy Batshuayi,0,541716
David de Gea,-1,541719
Harry Maguire,-1,541719
Phil Jones,-1,541719
Victor Lindelöf,-1,541719
Fred,-1,541719
Andreas Pereira,-1,541719
Brandon Williams,-1,541719
Aaron Wan-Bissaka,-1,541719
Anthony Martial,-1,541719
Marcus Rashford,-1,541719
Daniel James,-1,541719
Jesse Lingard,0,541719
Mason Greenwood,0,541719
Axel Tuanzebe,0,541719
Martin Dubravka,-1,541720
Ciaran Clark,-1,541720
Paul Dummett,-1,541720
Federico Fernández,-1,541720
Jetro Willems,-1,541720
DeAndre Yedlin,-1,541720
Jonjo Shelvey,-1,541720
Isaac Hayden,-1,541720
Allan Saint-Maximin,-1,541720
Miguel Almirón,-1,541720
Joelinton,-1,541720
Andy Carroll,0,541720
Christian Atsu,0,541720
Dwight Gayle,0,541720
Ederson,-1,541711
Fernandinho,-1,541711
John Stones,-1,541711
Benjamin Mendy,-1,541711
Kyle Walker,-1,541711
Ilkay Gündogan,-1,541711
David Silva,-1,541711
Kevin De Bruyne,-1,541711
Gabriel Jesus,-1,541711
Raheem Sterling,-1,541711
Riyad Mahrez,-1,541711
Phil Foden,0,541711
Rodri,0,541711
Bernardo Silva,0,541711
